Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Embarked_le,AgeGroup_le,Title_le,FareGroup_le,Gender_oh
0,3,-0.23256923397776158,1,0,-0.3573908580066095,0.059159876663617626,0,7.2271,0,0,2,1,1.0
1,3,0.21239836815278676,0,0,0.48910360681684706,-0.5609748304808925,1,56.4958,2,0,2,3,1.0
0,3,-0.30673050099951965,0,0,-0.494391296561559,-0.5609748304808925,1,7.65,2,0,2,2,1.0
0,3,-0.23256923397776158,0,0,-0.4894421904510968,-0.5609748304808925,1,7.8958,2,0,2,2,1.0
0,3,-0.23256923397776158,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
1,2,-2.099208324915412,0,2,-0.06451572512800753,0.6792945838081278,0,9.666666666666666,2,1,0,0,1.0
1,3,0.06407583410927065,0,0,-0.397241430886295,-0.5609748304808925,1,12.475,2,0,1,0,0.0
0,3,-0.5292143020647938,0,0,-0.46720946885967163,-0.5609748304808925,1,9.0,2,0,2,0,1.0
1,3,-0.010085432912487412,0,0,-0.45714212526638004,-0.5609748304808925,1,9.5,2,0,2,0,1.0
1,3,-0.825859370151826,0,0,-0.49162277707340374,-0.5609748304808925,1,7.7875,1,0,1,2,0.0
0,1,-0.08424669993424547,0,0,0.29992211294914856,-0.5609748304808925,1,47.1,2,0,2,3,1.0
1,2,-0.900020637173584,0,0,-0.43700743807979686,-0.5609748304808925,1,10.5,2,0,1,0,0.0
1,3,0.2865596351745448,3,0,-0.32928686163157667,1.299429290952638,0,3.9625,2,0,3,1,0.0
0,3,-0.9741819041953421,1,3,0.04370821849987721,1.9195639980971482,0,6.875,2,0,2,1,1.0
0,3,-0.23256923397776158,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
1,1,-0.45505303504303574,3,2,4.647001076532463,2.5396987052416584,0,43.833333333333336,2,0,1,3,0.0
0,3,-0.38089176802127767,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
0,3,-0.010085432912487412,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
0,3,-0.67753683610831,0,0,-0.4902797934380587,-0.5609748304808925,1,7.8542,2,0,2,2,1.0
0,1,1.2506561064573996,1,0,0.5833178351003071,0.059159876663617626,0,30.5875,2,2,2,3,1.0
0,3,-0.23256923397776158,1,2,-0.23415046467497105,1.299429290952638,0,5.14375,2,0,2,1,1.0
0,3,2.214752577740254,0,0,-0.5024451714361923,-0.5609748304808925,1,7.25,2,2,2,1,1.0
0,3,-0.23256923397776158,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
0,1,3.104687782001351,0,0,0.0493298231623713,-0.5609748304808925,1,34.6542,0,2,2,3,1.0
1,1,-0.45505303504303574,0,1,0.6272778976347743,0.059159876663617626,0,31.67915,0,0,2,3,1.0
1,2,0.3607209021963029,0,1,-0.18532384824750675,0.059159876663617626,0,11.5,2,0,3,0,0.0
0,2,0.3607209021963029,1,0,-0.12491978668775715,0.059159876663617626,0,13.0,2,0,2,0,1.0
0,3,-0.08424669993424547,0,0,-0.4894421904510968,-0.5609748304808925,1,7.8958,2,0,1,2,0.0
0,3,-0.23256923397776158,0,0,-0.4894421904510968,-0.5609748304808925,1,7.8958,2,0,2,2,1.0
0,1,-0.6033755690865519,0,1,0.907737982394129,0.059159876663617626,0,38.64375,2,0,2,3,1.0
0,3,0.2865596351745448,0,0,-0.4741720436887921,-0.5609748304808925,1,8.6542,2,0,2,0,1.0
0,3,0.583204703261577,2,0,-0.4888542575852486,0.6792945838081278,0,2.6416666666666666,2,0,2,1,1.0
0,3,-0.08424669993424547,0,0,-0.4894421904510968,-0.5609748304808925,1,7.8958,2,0,2,2,1.0
1,3,-0.6033755690865519,0,0,-0.494391296561559,-0.5609748304808925,1,7.65,2,0,1,2,0.0
1,3,-0.23256923397776158,0,0,-0.4918744606632361,-0.5609748304808925,1,7.775,2,0,2,2,1.0
0,3,0.6573659702833351,0,0,-0.4894421904510968,-0.5609748304808925,1,7.8958,2,0,2,2,1.0
1,3,-0.825859370151826,1,0,-0.1621689579829361,0.059159876663617626,0,12.075,1,0,1,0,0.0
0,1,1.3248173734791575,0,0,0.39858208016340624,-0.5609748304808925,1,52.0,2,2,2,3,1.0
0,3,-1.0854238047279792,1,0,-0.3573908580066095,0.059159876663617626,0,7.2271,0,0,1,1,0.0
0,3,-0.5292143020647938,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
0,3,-0.67753683610831,1,0,-0.4505983519307405,0.059159876663617626,0,4.9125,2,0,1,1,0.0
0,3,-0.900020637173584,0,0,-0.3573083057891445,-0.5609748304808925,1,14.4583,0,0,1,0,0.0
0,3,-0.6033755690865519,0,0,-0.4888542575852486,-0.5609748304808925,1,7.925,2,0,2,2,1.0
0,3,3.0676071484904717,0,0,-0.49237782784290063,-0.5609748304808925,1,7.75,1,2,2,2,1.0
0,2,-0.010085432912487412,1,0,-0.22559322262067316,0.059159876663617626,0,10.5,2,0,2,0,1.0
0,1,-0.38089176802127767,0,1,4.335332226633905,0.059159876663617626,0,123.7604,0,0,2,3,1.0
0,3,-2.012439642499955,4,2,-0.01870931177853076,3.1598334123861687,0,4.4678571428571425,2,1,1,1,0.0
0,2,-0.6033755690865519,2,0,0.8314778546749452,0.6792945838081278,0,24.5,2,0,2,3,1.0
0,3,-0.23256923397776158,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
0,2,0.2494790016636658,1,0,-0.04295550208861426,0.059159876663617626,0,15.0354,0,0,2,0,1.0
1,2,0.2494790016636658,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,1,0,0.0
0,1,1.843946242631464,0,1,0.907737982394129,0.059159876663617626,0,38.64375,2,2,2,3,1.0
1,3,-1.2708269722823744,1,0,-0.42207354059350805,0.059159876663617626,0,5.62085,0,0,0,1,1.0
0,3,-0.23256923397776158,0,0,-0.49237782784290063,-0.5609748304808925,1,7.75,1,0,2,2,1.0
1,3,-0.38089176802127767,0,0,-0.5046257580584992,-0.5609748304808925,1,7.1417,2,0,2,1,1.0
1,3,-0.825859370151826,1,1,-0.19824427701513722,0.6792945838081278,0,7.452766666666666,0,0,1,2,0.0
0,3,1.1764948394356414,0,0,-0.5079822104125026,-0.5609748304808925,1,6.975,2,0,2,1,1.0
0,3,0.2865596351745448,0,0,-0.4894421904510968,-0.5609748304808925,1,7.8958,0,0,2,2,1.0
0,3,-0.67753683610831,0,0,-0.5064721088735089,-0.5609748304808925,1,7.05,2,0,2,1,1.0
0,3,1.3248173734791575,1,0,-0.35646868933346404,0.059159876663617626,0,7.25,2,2,3,1,0.0
1,2,-0.010085432912487412,1,0,-0.12491978668775715,0.059159876663617626,0,13.0,2,0,3,0,0.0
0,2,-0.30673050099951965,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,2,0,1.0
0,2,-0.45505303504303574,0,0,-0.3454791770670269,-0.5609748304808925,1,15.0458,0,0,2,0,1.0
1,1,-0.751698103130068,0,2,-0.11921562980779811,0.6792945838081278,0,8.7611,2,0,1,0,0.0
0,1,0.583204703261577,1,0,0.4207302360686478,0.059159876663617626,0,26.55,2,0,2,3,1.0
0,3,-0.9741819041953421,0,0,-0.4628462821463391,-0.5609748304808925,1,9.2167,2,0,2,0,1.0
0,1,-0.38089176802127767,0,0,0.9462455716384695,-0.5609748304808925,1,79.2,0,0,2,3,1.0
0,3,0.1382371011310287,0,2,-0.3414522396297103,0.6792945838081278,0,5.081933333333333,0,0,3,1,0.0
1,3,-0.5292143020647938,0,0,-0.49237782784290063,-0.5609748304808925,1,7.75,2,0,1,2,0.0
1,3,-0.38089176802127767,1,0,-0.32928686163157667,0.059159876663617626,0,7.925,2,0,3,2,0.0
0,3,-0.751698103130068,0,0,-0.5125125150294839,-0.5609748304808925,1,6.75,1,0,2,1,1.0
0,2,-0.825859370151826,0,0,-0.41687275089321363,-0.5609748304808925,1,11.5,2,0,2,0,1.0
0,2,-0.751698103130068,1,1,0.09152810056801232,0.6792945838081278,0,12.25,2,0,2,0,1.0
1,3,-0.1584079669560035,0,0,-0.49145565916975514,-0.5609748304808925,1,7.7958,2,0,2,2,1.0
0,3,-1.4933107733476485,2,2,0.04370821849987721,1.9195639980971482,0,6.875,2,1,1,1,0.0
0,2,0.546124069750698,0,2,-0.12491978668775715,0.6792945838081278,0,8.666666666666666,2,0,2,0,1.0
0,2,0.9540110383703673,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,4,0,1.0
0,2,1.6214624415661898,0,0,-0.39623469652696586,-0.5609748304808925,1,12.525,2,2,4,0,1.0
1,1,-0.5292143020647938,1,0,0.6925485130875209,0.059159876663617626,0,33.3,2,0,3,3,0.0
0,3,1.955188143164101,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,2,2,2,1.0
0,3,0.8427691378377302,0,2,-0.35646868933346404,0.6792945838081278,0,4.833333333333333,2,0,2,1,1.0
0,3,-0.23256923397776158,0,0,-0.5011867534870308,-0.5609748304808925,1,7.3125,2,0,2,2,1.0
0,1,1.6214624415661898,0,1,0.5874293382238074,0.059159876663617626,0,30.6896,0,2,2,3,1.0
1,3,-0.9741819041953421,0,0,-0.49271407711891657,-0.5609748304808925,1,7.7333,1,0,1,2,0.0
0,3,0.06407583410927065,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
0,3,-0.23256923397776158,0,0,-0.47400492578514347,-0.5609748304808925,1,8.6625,2,0,2,0,1.0
0,3,-1.8641171084564387,8,2,0.7519458402879414,5.64037224096421,0,6.322727272727272,2,1,0,1,1.0
0,3,1.1023335724138834,0,1,-0.32425318983493084,0.059159876663617626,0,8.05,2,0,2,2,1.0
1,2,0.8056885043268512,0,0,-0.331300330350235,-0.5609748304808925,1,15.75,2,0,3,0,0.0
0,3,-0.23256923397776158,0,0,-0.4918744606632361,-0.5609748304808925,1,7.775,2,0,2,2,1.0
0,3,-0.900020637173584,0,0,-0.47400492578514347,-0.5609748304808925,1,8.6625,2,0,2,0,1.0
0,3,-2.086600909521713,4,1,0.1506737441786005,2.5396987052416584,0,6.614583333333333,2,1,0,1,1.0
1,3,-1.4933107733476485,0,2,-0.2351571990343002,0.6792945838081278,0,6.841666666666666,2,1,0,1,1.0
1,1,0.8056885043268512,0,1,0.4589861417231558,0.059159876663617626,0,27.5,2,0,3,3,0.0
0,3,1.1764948394356414,1,4,-0.08666388103324908,2.5396987052416584,0,4.6499999999999995,2,0,3,1,0.0
0,1,0.8056885043268512,0,0,-0.12642988822675086,-0.5609748304808925,1,25.925,2,0,2,3,1.0
0,3,-0.08424669993424547,0,0,0.48910360681684706,-0.5609748304808925,1,56.4958,2,0,2,3,1.0
0,1,2.3630751117837705,0,0,0.026090367211616904,-0.5609748304808925,1,33.5,2,2,2,3,1.0
0,3,-1.8641171084564387,4,1,-0.06199888922968463,2.5396987052416584,0,4.854166666666667,1,1,0,1,1.0
1,3,-2.086600909521713,1,1,-0.4242561406845337,0.6792945838081278,0,3.7111,2,1,1,1,0.0
0,3,-0.6033755690865519,0,0,-0.4888542575852486,-0.5609748304808925,1,7.925,2,0,2,2,1.0
0,1,1.99226877667498,0,0,-0.030371322596999754,-0.5609748304808925,1,30.6958,0,2,2,3,1.0
0,3,-0.825859370151826,1,1,-0.4902797934380587,0.6792945838081278,0,2.6180666666666665,2,0,2,1,1.0
0,3,-1.8641171084564387,3,1,-0.13565761536436197,1.9195639980971482,0,5.0933399999999995,2,1,0,1,1.0
0,1,1.5473011745444318,0,0,-0.07030444769415023,-0.5609748304808925,1,28.7125,0,2,1,3,0.0
0,2,0.06407583410927065,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,2,0,1.0
0,3,0.509043436239819,0,0,-0.6484216535389205,-0.5609748304808925,1,0.0,2,0,2,1,1.0
0,3,-0.825859370151826,8,2,0.7519458402879414,5.64037224096421,0,6.322727272727272,2,0,1,1,0.0
0,2,0.1382371011310287,0,0,-0.34539461138084326,-0.5609748304808925,1,15.05,0,0,2,0,1.0
0,3,-1.4933107733476485,4,2,-0.016444159470040135,3.1598334123861687,0,4.483928571428572,2,1,0,1,1.0
1,2,-2.086600909521713,2,1,0.13683114673782454,1.299429290952638,0,9.75,2,1,0,0,1.0
1,3,-1.8641171084564387,0,2,-0.20495516825442542,0.6792945838081278,0,7.341666666666666,2,1,1,2,0.0
0,1,0.8056885043268512,0,0,0.3583127057902398,-0.5609748304808925,1,50.0,2,0,2,3,1.0
1,3,0.1382371011310287,1,0,-0.3363340021468808,0.059159876663617626,0,7.75,1,0,3,2,0.0
1,1,1.1764948394356414,0,0,-0.11384570873513637,-0.5609748304808925,1,26.55,2,0,2,3,1.0
0,3,0.8056885043268512,1,1,-0.3363340021468808,0.6792945838081278,0,5.166666666666667,1,0,2,1,1.0
0,3,0.509043436239819,0,0,-0.4894421904510968,-0.5609748304808925,1,7.8958,2,0,2,2,1.0
1,2,0.21239836815278676,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,3,0,0.0
0,2,-0.751698103130068,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,2,0,1.0
1,3,-0.751698103130068,1,0,-0.4902797934380587,0.059159876663617626,0,3.9271,2,0,1,1,0.0
1,2,-1.938278375478197,1,1,-0.12491978668775715,0.6792945838081278,0,8.666666666666666,2,1,0,0,1.0
1,1,1.1023335724138834,0,0,-0.09027201697708476,-0.5609748304808925,1,27.7208,0,0,3,3,0.0
1,1,2.1405913107184964,0,0,2.301728820789,-0.5609748304808925,1,146.5208,0,2,1,3,0.0
0,3,-0.23256923397776158,0,0,-0.49237782784290063,-0.5609748304808925,1,7.75,1,0,2,2,1.0
0,3,0.9540110383703673,0,1,-0.47920571548543794,0.059159876663617626,0,4.2021,2,0,2,1,1.0
1,3,-0.825859370151826,0,0,-0.49237782784290063,-0.5609748304808925,1,7.75,1,0,1,2,0.0
0,2,-0.38089176802127767,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,1,0,0.0
0,3,-0.08424669993424547,0,0,-0.45714212526638004,-0.5609748304808925,1,9.5,2,0,2,0,1.0
0,3,-0.23256923397776158,8,2,0.7519458402879414,5.64037224096421,0,6.322727272727272,2,0,2,1,1.0
0,3,0.3607209021963029,0,0,-0.5176307525123133,-0.5609748304808925,1,6.4958,2,0,2,1,1.0
0,3,1.2135754729465205,0,0,-0.5029485386158568,-0.5609748304808925,1,7.225,0,2,2,1,1.0
1,3,-0.825859370151826,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
0,3,-2.012439642499955,0,1,-0.43776248884929375,0.059159876663617626,0,5.23125,2,1,1,1,0.0
0,3,0.21239836815278676,1,0,-0.32928686163157667,0.059159876663617626,0,7.925,2,0,2,2,1.0
1,3,-0.23256923397776158,0,0,-0.2701412180209885,-0.5609748304808925,1,18.7875,0,0,2,0,1.0
1,3,-0.9741819041953421,0,0,-0.49237782784290063,-0.5609748304808925,1,7.75,1,0,1,2,0.0
1,1,0.8056885043268512,0,0,-0.024246350754841113,-0.5609748304808925,1,31.0,0,0,2,3,1.0
0,3,-0.38089176802127767,0,0,-0.5064721088735089,-0.5609748304808925,1,7.05,2,0,2,1,1.0
1,2,0.43488216921806094,0,0,-0.22559322262067316,-0.5609748304808925,1,21.0,2,0,1,0,0.0
0,3,-0.5292143020647938,0,0,-0.5024451714361923,-0.5609748304808925,1,7.25,2,0,2,1,1.0
0,2,0.06407583410927065,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,2,0,1.0
0,3,-0.23256923397776158,1,0,-0.49237782784290063,0.059159876663617626,0,3.875,1,0,2,1,1.0
1,1,0.1382371011310287,1,0,1.6323350375212924,0.059159876663617626,0,56.6375,0,0,1,3,0.0
1,3,-0.1584079669560035,0,0,-0.4888542575852486,-0.5609748304808925,1,7.925,2,0,1,2,0.0
0,2,0.9540110383703673,1,0,-0.10478509950117394,0.059159876663617626,0,13.5,2,0,2,0,1.0
1,1,0.21239836815278676,0,0,0.8876878608937296,-0.5609748304808925,1,76.2917,0,0,1,3,0.0
0,2,0.06407583410927065,0,0,-0.43700743807979686,-0.5609748304808925,1,10.5,2,0,2,0,1.0
1,3,-0.9741819041953421,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,0,2,2,1.0
0,2,-0.1584079669560035,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,2,0,1.0
0,3,1.6214624415661898,0,0,-0.4863374216869257,-0.5609748304808925,1,8.05,2,2,2,2,1.0
0,3,-0.23256923397776158,0,0,-0.4894421904510968,-0.5609748304808925,1,7.8958,2,0,2,2,1.0
1,1,0.6573659702833351,1,0,1.163700193253568,0.059159876663617626,0,45.0,2,0,2,3,1.0
0,3,-0.5292143020647938,0,0,-0.4601623283443675,-0.5609748304808925,1,9.35,2,0,2,0,1.0
1,2,-0.751698103130068,0,0,-0.43700743807979686,-0.5609748304808925,1,10.5,2,0,2,0,1.0
0,3,-0.6404562025974309,0,0,-0.5024451714361923,-0.5609748304808925,1,7.25,2,0,2,1,1.0
0,2,-0.825859370151826,0,0,-0.3866707201133388,-0.5609748304808925,1,13.0,2,0,2,0,1.0
0,3,-0.825859370151826,3,1,-0.13565761536436197,1.9195639980971482,0,5.0933399999999995,2,0,1,1,0.0
1,1,0.43488216921806094,1,0,1.0323213593611125,0.059159876663617626,0,41.7375,2,0,3,3,0.0
0,3,-0.010085432912487412,0,0,-0.4918744606632361,-0.5609748304808925,1,7.775,2,0,2,2,1.0
0,2,2.214752577740254,0,0,-0.3766033765200472,-0.5609748304808925,1,13.5,2,2,2,0,1.0
1,3,-1.7899558414346808,4,2,-0.016444159470040135,3.1598334123861687,0,4.483928571428572,2,1,1,1,0.0
0,2,-0.38089176802127767,0,0,-0.43700743807979686,-0.5609748304808925,1,10.5,2,0,2,0,1.0
0,3,-0.825859370151826,0,0,-0.49640476528021726,-0.5609748304808925,1,7.55,2,0,1,2,0.0
0,2,1.1023335724138834,1,0,-0.12491978668775715,0.059159876663617626,0,13.0,2,0,2,0,1.0
1,2,-1.5674720403694067,0,2,-0.11988611489111134,0.6792945838081278,0,8.75,2,1,1,0,0.0
0,2,-0.751698103130068,0,0,-0.43700743807979686,-0.5609748304808925,1,10.5,2,0,2,0,1.0
0,2,0.2865596351745448,0,0,-0.4012683683236117,-0.5609748304808925,1,12.275,2,0,2,0,1.0
0,3,-0.825859370151826,1,0,-0.3573908580066095,0.059159876663617626,0,7.2271,0,0,1,1,0.0
1,3,-0.825859370151826,1,0,-0.3363340021468808,0.059159876663617626,0,7.75,1,0,1,2,0.0
0,2,-0.010085432912487412,0,0,-0.43700743807979686,-0.5609748304808925,1,10.5,2,0,2,0,1.0
0,3,-0.5292143020647938,0,0,-0.5049620073345151,-0.5609748304808925,1,7.125,2,0,2,1,1.0
0,3,0.06407583410927065,0,0,-0.5029485386158568,-0.5609748304808925,1,7.225,0,0,2,1,1.0
0,1,1.1023335724138834,2,0,1.163700193253568,0.6792945838081278,0,30.0,1,0,4,3,1.0
0,3,-0.30673050099951965,0,0,-0.4918744606632361,-0.5609748304808925,1,7.775,2,0,1,2,0.0
1,2,-0.38089176802127767,0,2,-0.35646868933346404,0.6792945838081278,0,4.833333333333333,2,0,3,1,0.0
1,1,0.583204703261577,1,1,0.40974072380221066,0.6792945838081278,0,17.518066666666666,2,0,2,0,1.0
